hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
18,0,1,0.633,0.138,0.63,41,0,5
12,3,0,0.646,0.797,0.574,14,1,1
20,4,1,0.558,0.483,0.542,14,1,5
10,5,2,0.316,0.343,0.297,46,1,7
1,6,2,0.0,0.186,0.064,64,2,10
21,1,2,0.248,0.039,0.206,21,2,9
11,2,1,0.468,0.581,0.723,30,0,2
2,6,2,0.0,0.12,0.0,45,3,10
18,6,2,0.228,0.09,0.44,24,1,8
11,1,1,0.572,0.355,0.483,27,0,3
21,3,2,0.017,0.41,0.23,39,3,7
18,2,1,0.649,0.439,0.764,18,0,4
18,0,1,0.588,0.157,0.466,29,0,6
16,1,2,0.611,0.403,0.354,25,2,6
16,4,1,0.646,0.305,0.628,27,2,2
20,4,1,0.436,0.22,0.53,26,0,5
0,1,0,0.424,0.65,0.371,10,1,5
12,3,2,0.153,0.057,0.106,61,3,9
12,0,1,0.497,0.326,0.379,7,1,3
15,5,1,0.605,0.395,0.422,31,1,3
10,5,0,0.845,0.447,0.654,0,1,1
22,3,0,0.127,0.579,0.156,16,1,5
21,2,1,0.175,0.291,0.566,16,0,6
22,3,1,0.203,0.435,0.037,10,0,7
10,0,1,0.352,0.38,0.423,10,2,4
4,3,2,0.106,0.067,0.076,27,3,10
0,2,0,0.408,0.792,0.277,10,0,6
16,3,2,0.449,0.161,0.481,37,3,6
17,0,0,0.783,0.501,0.866,17,1,1
0,2,1,0.141,0.535,0.125,24,0,8
12,0,1,0.583,0.511,0.635,0,2,2
17,0,2,0.254,0.122,0.372,54,1,9
17,6,2,0.27,0.0,0.433,45,2,9
17,6,2,0.305,0.303,0.521,17,3,7
19,6,0,0.853,0.989,0.85,13,1,2
3,4,2,0.036,0.17,0.0,33,3,10
10,0,2,0.335,0.383,0.39,40,3,7
12,1,1,0.587,0.192,0.528,36,2,5
3,3,2,0.0,0.0,0.052,24,1,10
7,0,1,0.589,0.416,0.785,33,2,5
10,5,1,0.4,0.352,0.528,17,1,3
15,2,0,0.844,0.79,0.599,7,0,1
16,0,2,0.222,0.268,0.171,39,2,8
17,5,1,0.667,0.607,0.637,19,0,2
15,0,0,0.975,0.785,0.713,0,0,1
13,0,0,0.867,0.749,0.513,15,0,2
15,5,0,0.788,0.692,0.717,0,0,1
4,2,1,0.059,0.664,0.043,26,1,9
13,4,1,0.561,0.605,0.505,34,1,3
6,4,2,0.303,0.279,0.31,29,3,9
4,6,2,0.181,0.048,0.0,64,2,10
10,2,0,0.751,0.752,0.692,16,1,1
11,5,2,0.131,0.398,0.252,50,3,6
10,5,1,0.419,0.553,0.406,16,1,3
12,3,2,0.359,0.273,0.222,28,1,8
23,0,0,0.148,0.828,0.244,14,0,6
3,0,0,0.114,1.0,0.096,10,0,6
11,6,1,0.7,0.487,0.54,5,0,4
9,5,0,0.677,0.663,0.761,3,1,2
17,1,2,0.282,0.051,0.519,46,1,7
6,6,1,0.55,0.305,0.494,18,1,4
14,4,2,0.023,0.341,0.299,11,2,6
14,1,1,0.571,0.332,0.544,26,2,4
23,2,1,0.176,0.243,0.0,28,1,9
15,2,2,0.174,0.041,0.187,40,2,9
15,0,0,0.763,0.58,0.68,0,1,1
17,1,0,0.796,0.637,0.711,6,0,1
7,3,0,0.78,0.731,0.727,14,0,3
8,6,0,0.755,0.833,0.825,43,0,3
21,2,2,0.02,0.318,0.382,45,3,7
10,1,1,0.526,0.414,0.548,18,2,3
3,6,2,0.083,0.451,0.261,44,2,10
16,2,0,0.651,0.805,0.805,11,1,1
1,5,2,0.0,0.336,0.074,56,1,10
13,5,2,0.22,0.236,0.297,46,1,7
18,2,1,0.64,0.486,0.94,31,2,4
18,2,0,0.75,0.817,0.808,20,0,2
12,1,0,0.785,0.588,0.475,15,0,2
14,2,2,0.529,0.059,0.159,51,3,6
19,1,0,0.884,0.515,0.778,16,1,2
15,4,1,0.477,0.495,0.49,15,1,3
14,4,0,0.733,0.454,0.608,11,0,1
10,6,0,0.842,0.714,0.668,28,1,1
6,6,2,0.219,0.327,0.284,20,1,7
1,0,1,0.181,0.392,0.092,15,2,8
11,0,2,0.22,0.33,0.0,38,3,6
2,0,2,0.053,0.067,0.12,24,2,10
6,5,1,0.519,0.427,0.535,18,1,4
18,4,0,0.721,0.896,0.884,24,1,3
17,2,1,0.75,0.314,0.735,35,0,2
4,4,1,0.117,0.276,0.281,33,0,9
0,5,2,0.028,0.059,0.107,26,3,10
9,2,1,0.569,0.385,0.736,22,0,4
10,4,2,0.212,0.073,0.298,37,1,8
18,4,2,0.361,0.166,0.49,30,3,8
9,5,2,0.29,0.248,0.481,28,2,8
20,2,1,0.628,0.459,0.581,25,0,4
3,1,2,0.213,0.057,0.097,26,3,10
14,4,1,0.534,0.297,0.509,14,0,4
15,6,2,0.301,0.269,0.199,38,3,7
21,1,2,0.08,0.235,0.285,49,3,10
22,0,2,0.066,0.494,0.068,33,2,10
4,2,0,0.32,0.588,0.04,15,0,6
15,1,1,0.689,0.519,0.358,5,2,3
18,6,2,0.452,0.128,0.605,33,2,7
11,0,2,0.182,0.208,0.04,66,3,10
20,0,1,0.603,0.208,0.48,13,2,6
13,3,2,0.532,0.383,0.233,43,3,6
0,1,2,0.007,0.346,0.087,29,1,10
12,5,0,0.711,0.845,0.673,12,0,1
13,5,1,0.636,0.407,0.633,36,1,3
9,1,2,0.34,0.117,0.49,29,2,9
17,5,1,0.667,0.607,0.637,19,0,2
23,5,2,0.328,0.062,0.153,23,1,10
11,6,0,0.561,0.582,0.431,1,0,2
14,6,1,0.486,0.542,0.619,34,1,2
3,1,0,0.242,0.575,0.055,1,0,6
12,0,1,0.581,0.22,0.557,15,0,4
21,4,0,0.159,0.807,0.536,0,0,4
18,0,2,0.343,0.255,0.582,30,2,8
1,2,2,0.117,0.184,0.146,35,3,10
15,2,2,0.353,0.342,0.304,36,2,7
17,4,0,0.82,0.776,0.738,12,1,1
8,3,2,0.32,0.0,0.508,19,3,9
6,3,0,0.614,0.646,0.549,25,0,2
18,5,0,0.74,0.661,0.801,2,0,2
12,2,2,0.196,0.12,0.158,55,2,9
5,0,1,0.33,0.18,0.225,15,0,9
15,3,0,0.993,0.747,0.618,1,0,1
20,5,1,0.779,0.454,0.596,12,1,5
16,2,2,0.206,0.235,0.349,27,1,8
21,6,2,0.079,0.261,0.351,38,2,8
8,2,1,0.57,0.329,0.751,26,2,4
18,0,0,0.793,0.691,0.755,2,1,2
21,6,1,0.118,0.262,0.381,30,1,6
13,2,2,0.012,0.182,0.188,39,2,9
1,3,2,0.075,0.108,0.061,27,1,10
1,2,2,0.106,0.192,0.115,27,2,10
9,1,2,0.304,0.27,0.489,48,3,8
3,2,2,0.008,0.289,0.099,54,2,10
7,1,1,0.696,0.278,0.714,22,0,5
16,4,0,0.721,0.745,0.585,14,0,1
5,6,2,0.035,0.278,0.139,29,3,10
11,3,1,0.671,0.728,0.608,19,1,3
16,5,1,0.63,0.447,0.475,27,2,3
8,5,0,0.595,0.822,0.746,0,0,2
7,1,1,0.696,0.278,0.714,22,0,5
11,1,0,0.9,0.786,0.644,17,0,1
3,6,1,0.225,0.448,0.174,35,2,9
6,2,2,0.272,0.122,0.242,69,3,10
19,0,2,0.282,0.229,0.359,35,2,9
15,3,2,0.429,0.345,0.272,42,2,5
11,6,0,0.746,0.928,0.64,22,0,1
9,1,2,0.313,0.077,0.517,24,3,9
18,4,2,0.238,0.227,0.557,35,3,8
2,0,0,0.081,0.593,0.232,13,0,6
1,1,2,0.059,0.24,0.031,48,1,10
16,2,0,0.904,0.71,0.559,0,1,2
9,4,1,0.686,0.376,0.633,31,2,4
16,0,2,0.34,0.0,0.367,54,3,7
6,1,2,0.317,0.21,0.25,31,2,9
10,1,2,0.29,0.0,0.317,49,1,10
9,4,0,0.781,0.788,0.75,6,1,2
11,4,1,0.651,0.49,0.463,41,1,4
12,5,2,0.069,0.125,0.203,55,2,9
14,5,1,0.794,0.636,0.683,9,0,2
16,2,1,0.669,0.615,0.454,24,2,4
11,6,0,0.746,0.928,0.64,22,0,1
8,6,2,0.259,0.329,0.473,47,2,8
16,4,0,0.721,0.745,0.585,14,0,1
5,0,1,0.173,0.385,0.136,11,1,7
23,3,1,0.253,0.162,0.153,17,0,9
7,4,2,0.286,0.017,0.696,42,1,10
13,0,0,0.643,0.69,0.483,4,0,2
9,3,2,0.312,0.06,0.456,45,1,8
15,2,1,0.509,0.329,0.592,2,0,4
7,4,2,0.468,0.243,0.434,43,3,7
6,3,0,0.666,0.639,0.542,9,0,3
8,2,2,0.241,0.369,0.58,36,2,7
20,3,1,0.581,0.395,0.703,32,0,4
11,1,0,0.752,0.939,0.46,8,0,1
17,2,2,0.322,0.166,0.496,27,3,7
17,6,2,0.176,0.002,0.612,33,2,6
18,3,2,0.336,0.377,0.402,68,1,8
1,4,2,0.0,0.21,0.025,26,1,10
8,1,2,0.349,0.222,0.494,16,1,9
18,1,0,1.0,0.493,0.947,11,1,3
10,4,1,0.4,0.148,0.521,12,0,5
11,4,0,0.784,0.516,0.437,8,1,1
11,3,1,0.559,0.404,0.3,12,0,3
12,5,0,0.748,0.822,0.624,0,0,1
14,2,2,0.212,0.515,0.291,39,3,8
0,0,2,0.169,0.081,0.0,30,2,10
19,0,0,0.784,0.545,0.633,5,1,3
6,4,2,0.418,0.139,0.401,48,2,7
23,4,0,0.232,0.67,0.238,10,0,5
22,1,2,0.19,0.602,0.4,17,3,9
21,4,1,0.09,0.354,0.623,11,2,6
12,4,0,0.995,1.0,0.607,11,0,1
19,6,1,0.687,0.386,0.91,26,0,4
9,6,2,0.277,0.411,0.493,21,2,7
10,2,2,0.177,0.0,0.013,43,1,9
16,1,2,0.508,0.222,0.324,18,1,6
13,0,2,0.58,0.271,0.164,39,2,6
13,3,2,0.344,0.374,0.411,19,1,7
23,1,2,0.142,0.487,0.048,16,2,10
18,0,2,0.324,0.091,0.606,45,3,9
5,4,2,0.0,0.374,0.145,25,1,10
20,6,0,0.747,0.728,0.811,13,1,3
3,5,1,0.21,0.481,0.17,28,2,9
12,4,0,0.995,1.0,0.607,11,0,1
12,5,0,0.802,0.589,0.499,27,1,1
18,1,2,0.085,0.307,0.393,32,1,8
9,2,1,0.589,0.282,0.648,31,0,5
19,5,1,0.549,0.591,0.754,16,0,5
5,5,1,0.116,0.08,0.165,26,0,8
15,0,2,0.17,0.0,0.292,32,2,7
13,1,2,0.323,0.084,0.318,23,1,7
19,3,1,0.663,0.294,0.679,18,0,5
20,6,1,0.542,0.317,0.471,14,0,4
12,2,2,0.266,0.159,0.279,35,2,8
7,0,2,0.368,0.468,0.601,29,2,7
16,0,2,0.14,0.04,0.21,45,3,9
4,2,0,0.419,0.72,0.124,0,0,5
10,5,2,0.327,0.038,0.339,40,2,7
17,6,2,0.187,0.58,0.308,61,1,8
0,5,2,0.071,0.352,0.0,62,2,10
13,5,2,0.568,0.269,0.374,24,1,6
7,6,1,0.599,0.028,0.68,30,0,5
6,3,2,0.236,0.0,0.396,41,1,9
16,4,1,0.623,0.373,0.548,23,0,3
7,3,0,0.492,0.671,0.91,19,0,2
9,0,1,0.697,0.408,0.856,49,2,4
9,5,1,0.671,0.374,0.683,34,2,4
2,3,1,0.169,0.493,0.157,18,0,9
16,1,2,0.277,0.0,0.237,40,1,8
13,0,1,0.601,0.385,0.435,5,0,4
16,5,2,0.34,0.228,0.2,19,1,7
6,1,1,0.585,0.276,0.375,23,2,5
13,1,0,0.866,0.649,0.604,0,1,1
14,6,1,0.548,0.395,0.488,24,1,3
20,6,2,0.028,0.0,0.104,47,1,10
16,3,1,0.673,0.575,0.383,27,0,3
15,3,2,0.523,0.309,0.291,30,1,5
22,4,0,0.162,0.435,0.181,7,0,5
10,5,0,0.85,0.792,0.446,3,1,2
8,6,2,0.482,0.0,0.347,59,1,9
23,1,1,0.107,0.358,0.064,36,2,8
21,6,2,0.027,0.387,0.044,54,2,7
21,6,0,0.215,0.643,0.692,0,0,4
19,6,0,0.853,0.989,0.85,13,1,2
16,4,0,0.904,0.66,0.501,27,0,2
17,6,2,0.256,0.623,0.401,43,1,6
14,5,1,0.527,0.434,0.525,20,2,3
8,4,1,0.575,0.507,0.71,33,2,4
9,2,2,0.288,0.2,0.55,33,1,9
18,6,0,1.0,0.542,0.709,0,0,2
2,0,2,0.18,0.341,0.139,44,1,10
17,2,1,0.75,0.314,0.735,35,0,2
1,6,0,0.174,0.972,0.183,8,1,7
13,4,2,0.352,0.192,0.238,34,1,7
12,5,0,0.91,0.68,0.476,6,1,2
10,6,0,0.842,0.714,0.668,28,1,1
23,6,2,0.252,0.202,0.069,22,1,10
18,0,1,0.663,0.397,0.59,12,1,4
11,6,2,0.378,0.197,0.414,48,1,7
9,5,0,0.593,0.532,0.754,7,0,3
20,5,1,0.666,0.461,0.655,32,1,4
18,1,1,0.668,0.697,0.538,10,2,4
17,1,0,0.814,0.478,0.754,22,1,1
22,6,1,0.237,0.254,0.224,28,2,9
8,3,1,0.655,0.313,0.762,24,1,4
1,5,2,0.188,0.0,0.216,45,3,10
22,6,1,0.035,0.242,0.184,27,1,8
3,3,2,0.0,0.39,0.307,54,3,9
12,6,1,0.598,0.577,0.468,22,0,3
6,6,2,0.33,0.073,0.298,48,3,9
20,5,2,0.332,0.092,0.552,58,2,8
3,5,1,0.0,0.442,0.222,21,2,8
6,3,1,0.513,0.319,0.607,18,2,5
11,3,1,0.448,0.437,0.55,22,1,4
10,4,1,0.535,0.235,0.472,12,1,4
23,4,2,0.144,0.054,0.121,56,2,10
21,4,2,0.287,0.134,0.1,39,3,8
10,6,1,0.604,0.432,0.574,32,0,3
6,6,0,0.724,0.444,0.632,0,0,2
2,0,1,0.17,0.305,0.224,23,1,8
2,0,2,0.078,0.082,0.114,58,3,10
5,0,1,0.175,0.295,0.03,22,1,8
12,3,0,0.815,0.902,0.637,0,0,1
4,2,2,0.122,0.32,0.091,48,1,10
19,1,1,0.55,0.099,0.676,9,2,5
23,0,1,0.117,0.373,0.226,17,1,7
11,1,1,0.606,0.328,0.596,22,0,3
7,3,1,0.78,0.499,0.659,22,0,5
18,6,2,0.072,0.296,0.442,41,3,10
18,2,0,0.68,0.688,0.799,6,0,2
23,5,2,0.091,0.131,0.038,37,1,10
4,1,1,0.232,0.357,0.019,9,0,8
1,4,2,0.055,0.021,0.0,50,3,10
14,6,2,0.273,0.189,0.341,30,3,7
19,3,2,0.367,0.08,0.553,45,1,9
18,6,2,0.28,0.0,0.328,18,3,8
8,3,2,0.149,0.203,0.4,30,3,8
11,0,2,0.418,0.502,0.346,28,3,6
7,1,0,0.55,0.444,0.717,4,0,3
14,1,1,0.726,0.479,0.625,20,1,2
11,2,0,0.618,0.599,0.519,3,1,1
14,0,2,0.454,0.182,0.199,36,3,7
4,3,2,0.019,0.095,0.081,40,1,10
15,3,1,0.649,0.421,0.49,11,0,3
15,0,1,0.458,0.411,0.553,23,2,3
23,3,1,0.179,0.32,0.111,11,1,7
10,6,2,0.264,0.17,0.384,16,1,8
11,0,2,0.445,0.0,0.14,37,2,6
15,1,2,0.254,0.14,0.119,22,3,7
23,1,2,0.068,0.259,0.121,24,3,10
16,1,2,0.173,0.394,0.311,35,3,7
20,0,1,0.643,0.437,0.533,32,0,5
12,3,1,0.441,0.349,0.482,27,0,3
4,2,1,0.207,0.736,0.293,16,1,8
16,3,1,0.639,0.271,0.586,8,1,5
13,1,1,0.753,0.41,0.557,1,2,3
6,3,1,0.536,0.373,0.352,2,1,4
3,0,2,0.2,0.041,0.17,43,1,10
10,0,0,0.91,0.58,0.829,8,0,1
20,2,2,0.34,0.259,0.486,40,2,8
11,5,2,0.269,0.373,0.457,20,1,6
8,5,0,0.763,1.0,0.799,1,1,3
17,0,2,0.295,0.28,0.426,25,2,7
13,3,2,0.299,0.153,0.543,26,1,7
16,3,0,0.862,0.957,0.427,0,0,1
10,6,2,0.496,0.162,0.343,32,3,6
21,0,1,0.302,0.387,0.409,17,0,5
17,1,0,0.82,0.881,0.853,17,1,1
12,6,1,0.381,0.169,0.705,9,2,5
23,4,2,0.298,0.0,0.0,52,3,10
5,4,2,0.073,0.485,0.0,42,1,10
14,6,2,0.092,0.0,0.226,40,2,9
14,1,1,0.766,0.386,0.435,17,1,3
23,5,0,0.15,0.649,0.172,0,0,6
6,1,1,0.441,0.286,0.329,26,1,5
21,4,2,0.083,0.134,0.331,26,2,8
19,2,2,0.358,0.072,0.515,30,1,8
9,5,1,0.539,0.515,0.749,9,2,5
7,3,1,0.723,0.304,0.764,14,2,5
15,0,2,0.225,0.453,0.224,41,2,6
17,1,2,0.486,0.287,0.471,34,2,6
17,4,1,0.673,0.229,0.742,23,1,3
5,2,2,0.266,0.25,0.0,52,3,10
20,5,2,0.173,0.083,0.176,52,1,10
7,6,2,0.3,0.465,0.53,38,2,7
6,1,0,0.667,0.806,0.524,9,0,3
13,5,1,0.654,0.293,0.581,19,0,4
10,1,0,0.736,0.44,0.46,19,0,2
19,6,0,0.753,0.444,0.796,16,1,2
11,6,0,0.641,0.681,0.674,0,0,1
14,4,1,0.422,0.28,0.555,23,2,5
18,6,2,0.371,0.13,0.308,33,1,9
22,4,0,0.162,0.435,0.181,7,0,5
8,4,2,0.216,0.036,0.542,48,2,8
14,1,0,0.852,0.685,0.581,0,0,1
7,2,0,0.791,0.756,0.933,28,0,3
16,2,1,0.735,0.497,0.569,26,1,4
22,6,0,0.461,0.621,0.092,9,1,5
7,2,1,0.394,0.485,0.789,34,2,5
16,1,2,0.383,0.22,0.199,46,3,8
20,0,1,0.591,0.314,0.616,9,1,4
14,3,0,0.801,0.899,0.686,18,0,1
21,0,2,0.041,0.129,0.151,21,1,9
17,5,2,0.233,0.283,0.456,26,2,8
22,5,2,0.024,0.239,0.052,15,2,10
12,6,2,0.402,0.183,0.399,36,1,7
2,1,0,0.218,0.684,0.177,12,0,7
7,4,0,0.65,0.562,0.946,12,0,3
3,4,1,0.135,0.374,0.146,23,1,8
5,1,0,0.164,0.548,0.367,0,0,5
3,2,1,0.277,0.347,0.194,18,1,8
21,4,2,0.049,0.1,0.272,53,3,9
10,0,0,0.884,0.633,0.581,5,0,1
7,6,1,0.367,0.463,0.749,17,0,5
18,6,0,0.97,0.58,0.974,30,0,2
18,1,1,0.634,0.218,0.713,26,1,5
6,3,0,1.0,0.588,0.438,0,1,2
7,6,1,0.757,0.635,0.6,16,0,5
21,5,1,0.078,0.154,0.377,3,0,6
14,1,2,0.118,0.18,0.241,48,3,9
22,1,0,0.285,0.8,0.17,5,1,6
13,1,0,0.744,0.697,0.444,12,0,2
22,0,2,0.061,0.442,0.127,31,2,9
15,0,2,0.134,0.0,0.186,56,2,9
8,6,2,0.326,0.514,0.534,11,1,7
23,2,2,0.027,0.0,0.048,51,1,10
12,6,2,0.107,0.022,0.151,58,2,9
17,5,2,0.519,0.083,0.539,31,1,7
18,4,1,0.677,0.406,0.849,32,2,5
9,1,1,0.596,0.334,0.732,1,1,5
9,4,2,0.233,0.202,0.389,45,2,9
18,6,2,0.253,0.073,0.603,38,2,8
22,0,0,0.0,0.694,0.065,16,0,6
7,2,1,0.618,0.693,0.573,19,0,4
9,3,2,0.346,0.022,0.541,46,1,9
20,4,1,0.44,0.171,0.562,6,1,5
9,4,0,0.848,0.855,1.0,24,1,3
16,5,0,0.925,0.808,0.531,39,0,2
14,1,0,0.841,0.74,0.634,26,1,1
19,2,1,0.481,0.152,0.658,17,1,5
21,5,2,0.15,0.532,0.096,27,3,7
18,3,1,0.734,0.412,0.694,27,2,4
17,1,2,0.465,0.288,0.58,33,3,6
16,5,1,0.538,0.395,0.442,44,2,3
9,2,1,0.543,0.553,0.759,32,1,4
2,0,1,0.178,0.22,0.0,32,1,9
22,6,0,0.0,0.741,0.212,7,0,6
11,2,1,0.594,0.492,0.355,15,1,3
21,0,2,0.236,0.21,0.163,29,2,9
7,2,0,0.934,0.652,0.851,16,0,2
19,3,1,0.676,0.471,0.728,26,1,5
10,5,1,0.415,0.529,0.619,12,2,2
14,1,0,0.854,0.804,0.473,1,0,2
18,2,2,0.168,0.164,0.564,66,1,10
10,2,2,0.277,0.599,0.157,40,1,6
21,2,1,0.106,0.565,0.535,9,2,6
18,0,2,0.36,0.055,0.582,41,3,9
15,2,2,0.299,0.409,0.303,34,3,6
3,1,0,0.274,0.747,0.221,16,0,7
3,2,2,0.197,0.036,0.156,47,3,10
0,0,0,0.289,0.58,0.22,15,0,7
16,1,1,0.746,0.23,0.492,24,1,4
10,5,2,0.32,0.314,0.372,42,3,6
17,5,2,0.303,0.134,0.612,25,3,6
10,2,0,0.697,0.869,0.603,4,0,1
6,6,1,0.657,0.312,0.473,9,0,4
13,1,0,0.783,0.823,0.663,22,1,1
10,0,1,0.611,0.432,0.577,25,2,4
16,1,0,1.0,0.952,0.422,8,0,2
0,1,2,0.0,0.107,0.031,35,2,10
8,5,1,0.547,0.451,0.672,20,0,5
23,2,0,0.339,1.0,0.168,10,0,6
23,3,2,0.122,0.218,0.107,48,1,10
3,5,2,0.245,0.124,0.058,32,3,10
5,1,2,0.057,0.222,0.0,41,3,10
16,5,0,0.821,0.723,0.411,10,0,1
22,6,0,0.135,0.547,0.185,7,1,6
18,6,1,0.736,0.172,0.825,33,1,6
21,2,2,0.105,0.0,0.291,43,2,9
6,5,2,0.043,0.0,0.138,63,2,10
14,2,1,0.586,0.41,0.511,21,1,4
22,0,2,0.056,0.32,0.24,46,3,9
21,1,2,0.0,0.345,0.308,16,2,7
5,5,0,0.391,0.305,0.2,7,1,6
11,6,2,0.355,0.542,0.198,50,1,7
11,0,2,0.311,0.347,0.244,50,3,6
9,2,2,0.106,0.191,0.457,33,3,8
7,0,2,0.334,0.102,0.551,36,1,9
2,3,1,0.0,0.272,0.133,13,0,9
15,2,1,0.488,0.534,0.626,31,0,2
9,2,0,0.774,0.386,0.679,16,0,2
14,5,2,0.289,0.0,0.564,36,2,7
13,3,0,0.762,0.587,0.511,6,0,2
16,0,1,0.542,0.23,0.666,15,1,3
9,6,1,0.774,0.375,0.565,30,1,4
14,6,1,0.486,0.542,0.619,34,1,2
13,2,0,0.821,0.855,0.727,12,0,1
18,0,2,0.433,0.106,0.343,24,2,8
21,1,1,0.289,0.851,0.476,7,0,5
9,4,1,0.651,0.373,0.868,20,1,5
12,4,1,0.646,0.427,0.447,20,1,3
15,4,0,0.89,0.878,0.596,5,0,2
8,4,1,0.642,0.56,0.71,43,1,5
17,6,0,0.745,0.799,0.903,2,0,1
17,2,1,0.797,0.441,0.641,9,0,2
19,4,1,0.702,0.153,0.755,13,2,5
20,1,1,0.624,0.225,0.55,10,1,5
16,1,2,0.191,0.0,0.324,60,2,9
7,0,1,0.723,0.444,0.708,22,0,4
21,5,2,0.186,0.225,0.308,27,1,9
17,2,2,0.468,0.263,0.697,46,2,6
13,2,2,0.322,0.031,0.159,46,2,9
13,0,1,0.571,0.215,0.694,12,2,3
16,1,2,0.297,0.394,0.316,33,3,6
8,1,1,0.56,0.312,0.561,35,0,5
11,5,2,0.31,0.303,0.282,27,2,6
6,6,1,0.679,0.316,0.583,32,0,4
6,4,1,0.693,0.683,0.587,26,2,4
18,4,1,0.628,0.563,0.523,29,0,5
7,1,2,0.37,0.02,0.324,36,1,10
9,6,1,0.719,0.222,0.569,32,2,6
0,1,2,0.024,0.0,0.042,61,2,10
23,2,0,0.154,0.705,0.0,21,1,6
16,0,2,0.284,0.053,0.476,21,3,7
12,5,1,0.615,0.483,0.706,29,1,2
8,3,0,0.568,0.825,0.763,7,1,2
14,5,1,0.741,0.539,0.518,0,1,3
14,6,0,0.894,0.651,0.592,23,0,2
23,3,2,0.136,0.171,0.127,37,3,10
18,5,0,0.794,0.708,0.851,3,0,2
18,2,1,0.627,0.374,0.62,13,0,4
22,0,2,0.028,0.0,0.133,44,3,10
13,3,2,0.118,0.105,0.204,42,1,10
4,3,0,0.305,0.485,0.325,15,0,6
3,4,2,0.158,0.063,0.159,52,2,10
14,2,2,0.438,0.0,0.45,27,2,7
16,1,1,0.65,0.26,0.589,31,2,4
8,6,2,0.293,0.078,0.479,53,2,9
6,6,0,0.724,0.444,0.632,0,0,2
9,5,0,0.863,0.625,0.757,4,1,2
15,4,0,0.677,0.551,0.536,7,1,2
15,1,1,0.735,0.62,0.418,19,1,4
23,4,0,0.181,0.859,0.095,23,0,5
18,2,0,0.75,0.817,0.808,20,0,2
20,2,1,0.629,0.441,0.521,14,1,4
3,6,1,0.324,0.516,0.33,41,2,7
3,4,1,0.244,0.294,0.231,30,2,9
12,4,2,0.462,0.416,0.339,31,3,5
6,5,1,0.474,0.69,0.339,19,2,4
18,4,2,0.357,0.333,0.577,30,2,7
16,2,2,0.33,0.297,0.41,49,2,7
18,4,2,0.267,0.044,0.32,45,1,8
19,2,0,0.736,0.691,0.693,14,1,3
10,0,1,0.557,0.519,0.476,16,1,4
6,6,0,0.604,0.754,0.507,15,0,3
10,5,2,0.22,0.031,0.346,38,3,8
17,3,2,0.208,0.005,0.427,56,2,9
15,2,1,0.615,0.447,0.673,19,2,2
13,2,2,0.288,0.255,0.339,26,1,7
15,4,0,0.612,0.835,0.436,1,1,1
9,1,2,0.339,0.365,0.549,15,1,8
23,0,0,0.075,0.599,0.03,0,1,5
7,3,0,0.861,0.79,0.852,0,0,3
5,4,0,0.254,0.754,0.005,0,0,5
15,6,1,0.61,0.41,0.518,9,1,3
11,4,0,0.637,0.821,0.542,20,0,2
16,1,0,0.833,0.902,0.758,4,0,1
8,1,1,0.728,0.186,0.864,19,2,6
3,6,2,0.12,0.349,0.007,34,1,10
19,4,1,0.692,0.628,0.736,29,0,5
11,4,1,0.416,0.113,0.374,6,1,5
4,1,0,0.337,0.972,0.293,0,0,6
5,0,1,0.008,0.384,0.313,26,1,6
8,6,2,0.213,0.496,0.465,42,2,8
4,3,2,0.236,0.332,0.0,34,2,10
20,4,2,0.32,0.234,0.292,41,1,8
21,1,1,0.286,0.334,0.448,29,0,5
10,4,2,0.227,0.132,0.236,55,2,10
7,2,2,0.14,0.1,0.345,49,3,10
15,3,2,0.26,0.11,0.22,41,1,7
15,2,2,0.324,0.416,0.316,32,3,6
3,0,0,0.053,0.514,0.141,23,0,7
19,5,1,0.518,0.368,0.57,10,1,5
10,6,2,0.268,0.024,0.268,26,3,8
10,6,1,0.617,0.182,0.415,17,0,4
5,5,1,0.041,0.306,0.258,23,0,7
8,0,1,0.642,0.538,0.649,12,2,4
16,6,1,0.475,0.306,0.537,35,0,3
4,6,2,0.056,0.072,0.0,61,3,10
6,4,1,0.429,0.372,0.393,25,2,4
5,6,0,0.126,0.532,0.225,10,0,6
22,2,2,0.151,0.302,0.024,32,3,9
4,5,0,0.057,0.739,0.334,0,0,6
10,4,0,0.834,0.58,0.379,14,0,1
8,6,2,0.304,0.0,0.516,40,1,9
7,4,1,0.41,0.418,0.476,6,0,4
13,2,2,0.327,0.309,0.358,39,3,6
17,4,1,0.732,0.608,0.767,15,2,3
6,3,1,0.599,0.477,0.458,42,1,5
14,2,2,0.019,0.195,0.131,45,1,10
12,0,1,0.487,0.599,0.434,40,1,3
8,0,2,0.33,0.304,0.429,56,2,7
19,5,1,0.589,0.341,0.847,18,0,5
21,6,2,0.272,0.355,0.207,54,1,7
23,3,0,0.451,0.425,0.23,7,0,4
12,0,1,0.649,0.238,0.337,16,2,4
0,1,2,0.0,0.217,0.058,45,1,10
11,6,0,0.829,0.414,0.616,0,0,1
14,6,1,0.738,0.645,0.571,6,1,4
6,3,2,0.329,0.212,0.041,55,1,8
19,5,0,0.65,0.797,0.766,0,0,2
17,1,2,0.401,0.316,0.572,20,2,5
15,6,2,0.141,0.216,0.109,43,2,7
6,3,1,0.705,0.173,0.375,27,0,5
