hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
13,3,1,0.839,0.208,0.617,0,0,2
8,3,0,0.893,0.881,0.679,25,2,2
0,2,4,0.0,0.136,0.013,6,0,8
3,4,2,0.06,0.321,0.0,30,0,9
17,5,2,0.593,0.024,0.408,21,3,6
22,6,2,0.114,0.21,0.145,41,3,10
14,1,1,0.641,0.283,0.489,6,1,3
17,3,1,0.893,0.312,0.936,0,3,2
5,2,4,0.084,0.012,0.0,12,3,7
22,4,4,0.015,0.34,0.303,3,2,6
0,6,4,0.0,0.184,0.0,0,0,8
17,3,0,1.0,0.676,0.719,0,0,1
7,2,4,0.553,0.312,0.497,1,1,4
21,2,0,0.388,0.546,0.629,9,3,4
14,3,0,0.965,0.793,0.67,11,3,1
5,1,4,0.0,0.23,0.0,1,1,7
23,2,2,0.002,0.086,0.113,37,0,9
0,4,4,0.068,0.123,0.057,11,1,8
8,3,3,0.555,0.171,0.975,13,0,5
0,3,2,0.035,0.0,0.0,24,2,9
17,3,4,0.401,0.0,0.404,0,3,3
8,2,3,0.682,0.286,0.848,20,0,5
11,3,0,0.99,0.987,0.47,17,3,1
9,2,1,0.92,0.395,0.678,4,0,3
5,6,1,0.254,0.401,0.173,1,3,5
17,2,3,0.489,0.371,0.774,23,2,4
13,3,2,0.772,0.145,0.034,30,1,6
5,2,2,0.066,0.366,0.0,34,0,7
9,2,0,0.89,0.472,0.79,4,2,2
4,5,2,0.216,0.415,0.0,40,1,8
12,0,2,0.443,0.318,0.389,35,1,5
22,4,0,0.484,0.776,0.712,6,1,4
2,4,2,0.0,0.0,0.039,21,2,9
15,3,0,0.834,0.85,0.609,7,3,1
15,2,3,0.486,0.442,0.804,19,3,4
22,1,2,0.136,0.007,0.212,33,3,8
11,5,4,0.489,0.0,0.2,0,0,3
20,0,4,0.489,0.0,0.323,3,0,5
17,4,0,0.774,0.597,0.896,13,2,2
13,6,2,0.517,0.0,0.264,27,3,6
19,4,1,0.719,0.225,0.68,0,2,3
14,0,4,0.429,0.0,0.315,3,2,4
21,3,2,0.126,0.341,0.184,27,2,7
2,6,2,0.0,0.238,0.0,33,3,10
0,5,3,0.122,0.598,0.422,21,3,8
3,2,2,0.033,0.32,0.033,26,3,9
21,4,4,0.14,0.244,0.452,1,2,6
3,3,4,0.072,0.012,0.031,7,2,8
17,0,2,0.543,0.142,0.48,27,1,6
13,0,0,1.0,0.786,0.713,13,2,1
7,5,2,0.687,0.104,0.273,27,0,6
8,0,1,0.758,0.341,0.665,3,2,3
17,2,0,1.0,0.961,0.734,18,0,1
12,5,0,0.807,0.781,0.548,5,0,2
13,0,2,0.426,0.266,0.009,18,1,6
8,6,4,0.396,0.0,0.254,0,3,4
1,5,1,0.251,0.533,0.196,12,3,6
3,5,2,0.168,0.0,0.0,12,3,10
2,1,2,0.113,0.007,0.0,25,1,9
17,2,0,0.981,0.879,0.697,6,2,2
18,5,3,0.733,0.274,0.95,24,0,5
0,5,0,0.45,0.791,0.261,23,1,5
20,0,2,0.666,0.0,0.079,28,0,7
5,5,4,0.0,0.31,0.0,0,1,6
11,1,0,0.935,0.731,0.638,6,1,1
6,0,1,1.0,0.249,0.547,24,0,4
23,6,0,0.57,0.592,0.6,21,3,5
23,0,3,0.039,0.421,1.0,21,0,6
20,0,1,0.832,0.0,0.572,23,2,5
6,6,0,0.878,0.453,0.761,24,0,3
4,4,2,0.1,0.0,0.0,36,3,10
8,6,0,0.89,0.952,0.655,9,2,2
1,0,2,0.065,0.118,0.0,42,2,9
0,6,4,0.16,0.1,0.0,1,0,9
18,3,2,0.634,0.0,0.408,20,2,5
8,4,2,0.591,0.27,0.378,26,3,6
2,5,2,0.25,0.32,0.0,29,3,10
15,4,1,0.653,0.0,0.583,5,2,3
5,5,1,0.361,0.114,0.374,8,0,5
20,5,4,0.479,0.099,0.341,5,3,5
22,1,1,0.273,0.508,0.504,13,0,5
0,6,2,0.164,0.061,0.0,18,3,10
8,2,2,0.762,0.096,0.357,30,0,5
8,3,2,0.508,0.125,0.289,41,2,7
12,3,2,0.479,0.087,0.205,35,1,6
10,3,1,0.771,0.274,0.6,0,3,2
4,0,2,0.285,0.14,0.0,27,3,9
5,0,1,0.426,0.427,0.216,0,3,4
7,3,3,0.677,0.167,0.789,14,3,5
5,0,2,0.197,0.0,0.0,31,1,7
7,4,2,0.403,0.184,0.19,34,1,8
21,2,3,0.146,0.341,0.683,29,0,6
9,0,3,0.819,0.191,0.833,30,3,5
5,4,1,0.409,0.363,0.185,12,3,5
18,2,2,0.627,0.0,0.345,17,0,5
19,4,1,0.87,0.233,0.754,9,3,3
22,5,1,0.097,0.334,0.679,4,0,5
2,6,2,0.226,0.465,0.0,42,3,10
18,2,3,0.755,0.301,0.935,42,0,5
9,3,1,0.757,0.184,0.497,5,0,4
10,1,1,0.774,0.472,0.683,12,2,2
13,5,2,0.618,0.165,0.067,31,1,7
2,5,2,0.25,0.32,0.0,29,3,10
8,3,1,0.733,0.3,0.517,0,2,3
21,2,2,0.117,0.253,0.044,37,3,8
16,2,2,0.633,0.365,0.21,29,2,5
17,4,3,0.79,0.428,0.85,11,3,3
2,6,2,0.0,0.238,0.0,33,3,10
18,2,2,0.597,0.042,0.317,21,2,6
3,1,2,0.0,0.22,0.0,28,3,9
17,3,0,1.0,0.676,0.719,0,0,1
13,3,4,0.459,0.0,0.398,1,0,3
15,1,0,0.969,0.708,0.697,4,3,1
20,6,2,0.573,0.0,0.0,34,3,9
18,5,1,0.794,0.674,0.742,16,3,3
16,2,0,0.927,0.817,0.623,3,0,1
5,0,1,0.138,0.247,0.157,6,1,5
2,1,2,0.0,0.361,0.0,16,1,8
6,2,2,0.594,0.0,0.349,21,2,6
8,2,2,0.684,0.139,0.346,23,3,7
7,1,4,0.489,0.216,0.276,12,0,4
19,1,2,0.799,0.0,0.534,34,3,6
23,4,1,0.208,0.143,0.472,17,1,6
0,6,1,0.517,0.351,0.314,5,1,6
1,2,2,0.159,0.0,0.0,36,1,9
8,2,1,0.963,0.351,0.652,8,1,3
17,0,0,0.96,0.873,0.77,10,3,1
2,1,0,0.347,0.647,0.263,19,3,5
7,4,1,0.821,0.1,0.643,14,3,4
18,5,1,0.91,0.414,0.644,4,2,2
3,3,4,0.0,0.009,0.194,12,1,8
2,5,2,0.25,0.32,0.0,29,3,10
2,1,0,0.156,0.913,0.303,7,2,4
19,0,0,1.0,0.934,0.886,13,3,2
23,5,1,0.344,0.21,0.476,2,3,5
15,3,0,0.904,0.716,0.627,27,0,2
21,3,4,0.0,0.323,0.302,2,3,6
15,0,0,0.913,0.627,0.867,22,3,2
13,3,0,0.928,0.714,0.67,4,0,1
23,3,2,0.105,0.0,0.234,40,3,8
17,3,0,0.898,0.772,0.794,6,2,1
18,6,1,0.899,0.162,0.712,15,2,3
22,1,3,0.0,0.295,0.648,13,1,5
18,5,0,0.991,0.898,0.668,5,3,2
22,2,1,0.425,0.352,0.591,11,2,5
17,0,0,0.738,0.76,0.661,6,0,2
8,1,2,0.651,0.465,0.388,27,0,5
17,1,3,0.68,0.425,0.97,30,1,5
3,2,3,0.187,0.065,0.539,18,2,7
23,3,0,0.247,0.858,0.332,12,3,4
20,4,4,0.467,0.399,0.319,11,1,4
2,5,2,0.25,0.32,0.0,29,3,10
3,5,2,0.241,0.566,0.0,16,1,9
22,6,1,0.19,0.283,0.439,3,3,5
6,5,0,1.0,0.462,0.726,11,2,3
22,5,3,0.277,0.251,0.635,10,2,6
1,1,1,0.265,0.351,0.059,17,3,6
21,5,2,0.29,0.25,0.301,17,1,7
3,3,2,0.08,0.095,0.012,32,1,9
17,3,0,1.0,0.794,0.82,15,3,1
5,0,2,0.105,0.303,0.0,36,2,8
2,6,2,0.0,0.238,0.0,33,3,10
14,3,0,0.965,0.793,0.67,11,3,1
17,3,0,1.0,0.676,0.719,0,0,1
4,6,2,0.033,0.0,0.0,23,3,9
13,0,0,1.0,0.786,0.713,13,2,1
3,3,2,0.08,0.095,0.012,32,1,9
19,4,0,1.0,0.843,0.803,27,3,2
19,3,3,0.642,0.233,0.986,24,3,5
21,1,2,0.143,0.0,0.027,19,0,8
21,6,1,0.425,0.451,0.42,0,2,4
23,6,1,0.267,0.448,0.596,3,0,5
9,3,2,0.525,0.309,0.13,35,3,7
3,1,0,0.21,0.67,0.117,23,1,6
13,3,0,0.928,0.714,0.67,4,0,1
7,2,4,0.554,0.098,0.406,0,1,4
0,5,0,0.402,0.722,0.421,23,1,5
20,0,2,0.607,0.0,0.099,43,3,9
17,6,4,0.525,0.351,0.769,0,2,2
15,1,0,0.969,0.708,0.697,4,3,1
1,6,2,0.049,0.295,0.0,20,2,9
14,6,1,0.876,0.326,0.571,0,3,3
7,6,2,0.393,0.225,0.249,34,1,6
7,3,2,0.573,0.142,0.265,25,2,7
14,5,1,0.82,0.185,0.552,2,3,3
4,0,4,0.0,0.056,0.0,4,2,8
10,0,2,0.654,0.064,0.427,12,2,5
19,5,0,0.834,0.819,0.899,11,2,2
1,6,2,0.039,0.111,0.0,34,0,10
4,2,1,0.128,0.156,0.138,15,3,7
21,6,2,0.241,0.072,0.172,17,1,7
10,2,3,0.774,0.225,0.885,27,2,4
15,0,1,0.746,0.194,0.544,2,3,3
7,6,1,0.7,0.304,0.551,8,1,4
15,0,0,0.914,0.884,0.45,11,0,1
22,1,4,0.0,0.189,0.329,4,1,6
21,4,2,0.13,0.111,0.254,14,3,7
22,5,0,0.394,0.748,0.697,15,3,4
4,3,2,0.0,0.315,0.0,24,3,10
2,0,2,0.24,0.169,0.0,31,1,8
19,2,0,0.817,0.732,0.83,17,2,3
23,3,2,0.0,0.078,0.339,18,2,7
7,3,1,1.0,0.397,0.481,4,1,3
4,3,1,0.532,0.065,0.02,11,0,6
18,0,2,0.661,0.0,0.347,26,2,6
18,3,1,0.86,0.321,0.684,10,1,3
0,4,4,0.0,0.148,0.0,0,3,8
17,1,1,0.854,0.461,0.914,6,3,2
11,5,2,0.511,0.253,0.097,28,0,6
13,0,0,0.841,0.706,0.8,0,0,1
17,2,0,0.844,0.707,0.887,9,1,2
15,4,1,0.798,0.464,0.559,18,0,2
16,5,1,0.656,0.509,0.439,2,0,3
17,1,2,0.48,0.231,0.205,23,0,5
9,4,3,0.825,0.537,0.846,19,3,4
2,6,1,0.222,0.061,0.065,11,1,8
3,6,2,0.217,0.0,0.0,29,3,10
12,6,1,0.608,0.223,0.485,13,1,4
3,6,0,0.501,0.391,0.484,3,3,5
2,0,0,0.264,0.876,0.187,21,0,5
2,6,2,0.226,0.465,0.0,42,3,10
7,6,3,0.755,0.483,0.843,16,0,4
23,2,2,0.008,0.146,0.308,32,3,8
11,2,2,0.618,0.0,0.15,18,3,6
22,3,1,0.435,0.244,0.47,2,0,5
13,0,0,1.0,0.786,0.713,13,2,1
11,5,4,0.508,0.259,0.338,10,2,3
21,0,1,0.266,0.2,0.573,10,3,5
20,6,1,0.66,0.257,0.475,15,0,5
2,3,3,0.201,0.458,0.35,17,0,7
3,4,2,0.048,0.215,0.0,15,1,9
1,2,4,0.0,0.294,0.0,0,3,8
15,0,1,0.882,0.03,0.561,11,2,3
0,5,2,0.086,0.077,0.0,33,0,10
3,2,1,0.3,0.337,0.212,12,2,5
17,1,4,0.404,0.0,0.588,10,1,3
15,6,2,0.411,0.215,0.159,20,0,6
10,4,0,0.835,0.876,0.702,8,3,1
1,1,2,0.112,0.111,0.0,36,1,9
21,2,3,0.184,0.335,0.793,31,1,6
10,0,0,0.953,0.672,0.565,17,0,2
18,0,4,0.509,0.129,0.412,0,1,3
3,5,2,0.055,0.125,0.0,44,0,10
2,4,4,0.0,0.182,0.0,0,0,7
8,5,1,0.712,0.303,0.603,3,2,3
22,6,2,0.129,0.196,0.139,19,3,9
17,4,0,0.913,0.856,0.85,10,1,2
0,6,2,0.164,0.061,0.0,18,3,10
12,5,1,0.769,0.42,0.513,0,1,3
17,2,1,0.903,0.64,0.734,0,3,1
13,0,0,1.0,0.786,0.713,13,2,1
4,5,2,0.216,0.415,0.0,40,1,8
1,6,2,0.049,0.295,0.0,20,2,9
9,3,2,0.618,0.429,0.357,23,1,5
3,5,2,0.055,0.125,0.0,44,0,10
7,6,1,0.722,0.544,0.557,27,3,4
17,1,4,0.367,0.073,0.483,7,2,4
3,2,2,0.069,0.29,0.052,25,3,9
6,6,1,0.845,0.386,0.728,18,0,4
17,0,1,0.722,0.503,0.611,0,0,2
22,3,1,0.341,0.306,0.584,12,2,5
7,3,3,0.705,0.147,0.924,18,1,5
1,3,0,0.446,0.6,0.242,2,1,4
2,5,2,0.25,0.32,0.0,29,3,10
17,5,4,0.456,0.0,0.302,4,1,3
19,4,0,0.982,0.842,0.824,5,3,2
2,2,4,0.139,0.166,0.088,4,2,8
21,1,4,0.001,0.0,0.182,4,3,8
11,0,3,0.594,0.486,0.826,8,3,3
22,5,2,0.038,0.095,0.317,40,2,8
12,6,0,0.942,0.704,0.583,13,3,2
2,5,2,0.25,0.32,0.0,29,3,10
4,6,0,0.301,0.708,0.274,12,1,5
2,5,3,0.215,0.316,0.663,24,2,7
6,2,2,0.606,0.24,0.24,20,1,6
3,5,2,0.168,0.0,0.0,12,3,10
14,3,0,0.965,0.793,0.67,11,3,1
1,2,2,0.246,0.237,0.0,18,3,9
18,1,4,0.421,0.0,0.432,20,2,5
20,2,3,0.758,0.365,0.837,15,1,5
0,1,2,0.096,0.035,0.053,22,3,9
7,4,2,0.661,0.354,0.307,32,2,6
6,4,2,0.69,0.128,0.053,13,2,7
5,3,2,0.286,0.034,0.0,25,1,7
2,4,1,0.363,0.066,0.124,16,1,7
6,1,1,0.813,0.774,0.529,0,1,2
20,5,2,0.713,0.0,0.415,17,2,6
19,4,4,0.624,0.115,0.477,1,0,4
2,5,4,0.0,0.06,0.163,17,3,9
4,3,2,0.0,0.315,0.0,24,3,10
7,4,1,0.856,0.306,0.625,10,1,3
21,2,1,0.32,0.0,0.555,17,1,6
16,4,2,0.757,0.0,0.393,22,2,6
9,5,1,0.846,0.219,0.537,1,1,4
16,2,0,0.927,0.817,0.623,3,0,1
19,0,3,0.724,0.271,0.956,22,0,4
8,2,1,0.868,0.107,0.649,13,0,4
14,3,1,0.911,0.123,0.488,16,0,3
23,2,2,0.004,0.182,0.354,35,2,7
20,3,4,0.418,0.183,0.228,0,0,5
10,2,3,0.616,0.121,0.746,2,1,4
7,4,2,0.562,0.087,0.351,27,1,6
23,6,4,0.0,0.105,0.242,0,2,7
7,1,2,0.441,0.093,0.341,25,0,6
11,4,2,0.595,0.292,0.193,28,0,6
16,5,2,0.655,0.231,0.187,31,1,6
4,4,2,0.1,0.0,0.0,36,3,10
19,0,4,0.372,0.083,0.469,0,1,4
22,5,2,0.038,0.095,0.317,40,2,8
14,6,1,0.87,0.478,0.363,19,0,3
17,4,2,0.647,0.0,0.321,30,0,6
1,6,2,0.039,0.111,0.0,34,0,10
17,2,1,0.903,0.64,0.734,0,3,1
18,5,1,0.818,0.572,0.762,7,2,3
8,1,4,0.495,0.0,0.398,29,0,5
9,2,0,0.926,0.862,0.602,9,2,2
19,4,1,0.49,0.233,0.786,2,3,4
0,6,1,0.14,0.283,0.354,13,3,6
17,3,0,0.78,0.688,0.766,15,0,2
22,6,2,0.114,0.21,0.145,41,3,10
2,4,2,0.0,0.0,0.039,21,2,9
17,5,0,0.793,0.73,0.719,0,2,1
22,6,4,0.0,0.119,0.321,15,1,7
22,2,2,0.2,0.061,0.275,43,0,8
5,5,2,0.041,0.204,0.0,19,1,7
4,3,2,0.0,0.315,0.0,24,3,10
0,6,2,0.164,0.061,0.0,18,3,10
19,3,2,0.618,0.0,0.355,15,0,5
13,0,0,1.0,0.729,0.522,18,2,2
1,6,2,0.039,0.111,0.0,34,0,10
3,6,2,0.217,0.0,0.0,29,3,10
13,0,0,1.0,0.772,0.537,26,0,2
14,5,4,0.601,0.322,0.266,0,1,3
14,2,1,0.654,0.447,0.541,15,1,3
21,2,2,0.117,0.253,0.044,37,3,8
10,6,4,0.546,0.0,0.296,13,3,4
9,4,2,0.436,0.24,0.359,38,3,7
21,3,3,0.076,0.705,0.775,13,1,5
3,5,2,0.168,0.0,0.0,12,3,10
8,6,1,0.922,0.497,0.636,0,1,2
15,1,1,0.947,0.029,0.647,11,0,2
7,1,1,0.956,0.216,0.478,1,1,4
3,2,2,0.296,0.37,0.0,32,0,8
13,4,2,0.527,0.199,0.244,30,0,5
23,2,1,0.281,0.346,0.672,0,1,4
10,1,0,0.888,0.831,0.61,21,2,2
12,2,0,0.987,0.847,0.728,18,2,2
23,1,2,0.011,0.081,0.155,26,3,9
1,6,4,0.0,0.134,0.0,3,2,8
1,3,4,0.049,0.0,0.152,0,2,8
0,4,0,0.608,0.962,0.124,15,0,5
20,1,1,0.816,0.286,0.5,21,3,5
4,0,0,0.41,0.822,0.374,4,2,4
23,4,1,0.409,0.0,0.567,4,0,5
15,6,0,0.878,0.749,0.629,16,3,2
9,0,2,0.518,0.133,0.325,19,1,6
5,3,2,0.095,0.393,0.0,27,1,8
4,2,0,0.344,0.618,0.468,14,2,5
8,0,2,0.628,0.501,0.322,24,3,6
21,1,2,0.036,0.334,0.205,28,1,7
19,5,1,0.901,0.319,0.766,0,2,3
3,1,2,0.2,0.311,0.0,31,0,9
1,3,4,0.0,0.0,0.0,12,2,8
14,3,0,0.965,0.793,0.67,11,3,1
20,2,4,0.426,0.371,0.539,12,1,4
4,2,4,0.0,0.0,0.035,0,0,8
16,3,4,0.309,0.0,0.227,8,3,4
3,6,2,0.217,0.0,0.0,29,3,10
19,2,0,1.0,0.892,0.855,20,0,2
16,2,0,0.927,0.817,0.623,3,0,1
7,2,1,0.733,0.131,0.493,4,3,4
3,4,4,0.155,0.148,0.089,8,2,8
3,5,2,0.168,0.0,0.0,12,3,10
23,2,2,0.002,0.086,0.113,37,0,9
2,6,2,0.0,0.238,0.0,33,3,10
3,0,4,0.0,0.181,0.147,16,1,8
16,2,0,0.927,0.817,0.623,3,0,1
2,4,2,0.103,0.103,0.0,49,2,9
6,2,4,0.567,0.008,0.343,0,2,4
3,6,2,0.272,0.056,0.0,39,1,9
0,5,2,0.086,0.077,0.0,33,0,10
10,3,0,0.947,0.689,0.588,24,1,2
16,5,2,0.61,0.182,0.0,27,1,6
13,3,0,0.928,0.714,0.67,4,0,1
9,3,0,1.0,0.644,0.844,21,1,2
23,6,4,0.059,0.11,0.297,0,1,7
11,1,2,0.538,0.284,0.111,19,1,6
15,3,0,0.834,0.85,0.609,7,3,1
2,2,2,0.085,0.134,0.105,27,1,9
15,0,0,0.914,0.884,0.45,11,0,1
22,5,4,0.0,0.111,0.324,0,2,7
18,1,3,0.714,0.472,1.0,26,1,4
13,4,0,0.946,0.706,0.565,8,2,1
5,5,3,0.215,0.332,0.612,10,2,6
20,0,3,0.553,0.407,0.793,19,1,5
12,6,4,0.697,0.067,0.415,0,3,3
16,1,1,0.933,0.0,0.457,0,3,2
19,0,1,0.937,0.339,0.653,0,0,2
16,5,2,0.573,0.146,0.085,27,3,7
11,6,1,0.838,0.001,0.504,4,1,3
2,6,0,0.485,0.984,0.439,12,1,4
14,0,2,0.667,0.326,0.188,33,2,6
11,4,3,0.641,0.352,0.852,18,0,4
8,2,1,0.795,0.46,0.566,8,0,3
20,0,2,0.525,0.0,0.2,36,3,8
9,3,1,0.971,0.436,0.824,12,0,3
3,3,1,0.125,0.422,0.107,12,1,6
2,6,2,0.0,0.238,0.0,33,3,10
14,2,1,0.871,0.426,0.624,2,0,2
22,3,1,0.174,0.27,0.52,0,0,5
23,0,4,0.0,0.028,0.241,0,2,6
21,6,1,0.28,0.07,0.273,11,3,5
0,0,2,0.102,0.283,0.001,36,3,10
0,5,2,0.086,0.077,0.0,33,0,10
2,3,2,0.113,0.415,0.0,25,3,9
6,2,2,0.768,0.502,0.331,11,1,5
23,6,4,0.059,0.11,0.297,0,1,7
1,1,4,0.0,0.416,0.0,5,3,7
22,6,2,0.114,0.21,0.145,41,3,10
3,4,1,0.322,0.301,0.165,12,1,6
16,1,4,0.626,0.202,0.387,3,1,3
0,5,2,0.086,0.077,0.0,33,0,10
5,0,4,0.0,0.0,0.071,5,3,7
4,3,2,0.0,0.315,0.0,24,3,10
15,0,0,0.914,0.884,0.45,11,0,1
9,3,2,0.573,0.202,0.277,29,2,6
13,5,0,0.921,0.847,0.81,9,3,1
3,4,2,0.048,0.215,0.0,15,1,9
2,2,2,0.0,0.275,0.0,33,2,9
9,2,2,0.461,0.315,0.257,31,3,8
2,5,0,0.33,0.386,0.152,14,2,7
19,4,0,0.947,0.799,0.875,3,2,1
1,1,2,0.112,0.111,0.0,36,1,9
22,6,2,0.114,0.21,0.145,41,3,10
13,6,2,0.445,0.453,0.185,29,2,6
5,4,2,0.126,0.022,0.0,40,0,8
9,4,4,0.336,0.065,0.387,8,3,4
23,1,2,0.0,0.0,0.191,27,3,9
23,0,4,0.0,0.015,0.272,0,3,6
21,5,4,0.179,0.0,0.375,8,2,6
0,5,2,0.086,0.077,0.0,33,0,10
23,2,2,0.002,0.086,0.113,37,0,9
19,2,2,0.756,0.091,0.303,31,3,6
8,4,0,0.935,0.671,0.678,16,1,3
19,4,0,0.947,0.799,0.875,3,2,1
2,2,1,0.345,0.208,0.108,0,1,6
4,3,3,0.19,0.45,0.507,14,2,7
16,1,2,0.545,0.113,0.381,24,1,6
3,4,2,0.029,0.097,0.0,11,3,9
18,6,2,0.416,0.106,0.427,14,3,7
18,6,1,0.835,0.358,0.553,18,2,4
22,6,2,0.114,0.21,0.145,41,3,10
13,5,1,0.819,0.178,0.385,16,1,3
5,3,2,0.095,0.393,0.0,27,1,8
12,5,1,0.92,0.188,0.436,9,2,3
22,6,1,0.257,0.175,0.576,13,1,5
13,6,1,0.643,0.238,0.674,11,0,3
17,3,0,1.0,0.794,0.82,15,3,1
14,2,1,0.925,0.098,0.521,11,1,3
23,0,2,0.153,0.324,0.11,23,1,8
16,1,0,0.881,0.508,0.488,12,3,2
4,6,4,0.128,0.093,0.111,14,2,8
23,6,2,0.166,0.0,0.115,21,2,9
6,6,3,0.841,0.347,0.731,19,2,5
8,4,1,0.758,0.402,0.71,0,3,2
23,4,2,0.17,0.069,0.354,35,1,7
5,2,4,0.0,0.104,0.063,26,2,8
21,0,1,0.322,0.149,0.386,3,2,5
17,2,0,1.0,0.876,0.91,11,1,2
2,5,4,0.0,0.06,0.163,17,3,9
7,6,3,0.726,0.545,0.865,32,3,5
22,5,2,0.14,0.0,0.132,16,2,9
16,1,1,0.818,0.22,0.524,14,2,4
1,6,1,0.317,0.0,0.08,8,0,8
21,6,2,0.241,0.072,0.172,17,1,7
14,0,1,0.758,0.299,0.761,0,0,2
13,4,1,0.892,0.401,0.443,5,0,2
23,5,1,0.186,0.572,0.559,11,0,5
21,4,1,0.292,0.353,0.479,18,0,5
12,6,0,0.853,0.523,0.631,19,2,2
17,4,1,0.954,0.476,0.774,0,0,2
16,3,0,0.81,0.74,0.616,6,0,2
23,5,0,0.462,0.523,0.584,18,2,5
16,4,3,0.726,0.269,0.987,23,3,4
22,1,4,0.057,0.038,0.293,3,2,7
8,1,2,0.592,0.13,0.477,27,2,6
13,0,0,1.0,0.786,0.713,13,2,1
18,4,2,0.674,0.241,0.387,35,0,6
12,0,4,0.455,0.085,0.037,3,2,4
8,4,1,0.639,0.477,0.665,0,0,3
15,1,0,0.969,0.708,0.697,4,3,1
21,4,1,0.262,0.11,0.429,15,0,6
1,2,2,0.159,0.0,0.0,36,1,9
3,6,2,0.217,0.0,0.0,29,3,10
10,5,0,0.789,0.636,0.811,9,1,2
7,3,0,0.792,0.543,0.841,13,0,4
17,4,2,0.557,0.022,0.515,35,1,6
17,0,2,0.635,0.231,0.327,27,1,5
8,3,1,0.789,0.298,0.498,3,0,3
20,2,1,0.829,0.097,0.609,14,2,4
20,5,2,0.561,0.207,0.173,35,2,8
1,6,2,0.039,0.111,0.0,34,0,10
16,3,0,0.795,0.835,0.719,2,3,2
2,2,2,0.0,0.275,0.0,33,2,9
18,2,2,0.452,0.089,0.494,31,0,6
3,3,4,0.0,0.161,0.0,0,1,8
3,5,2,0.168,0.0,0.0,12,3,10
19,0,1,0.668,0.364,0.759,20,0,4
23,5,4,0.089,0.084,0.286,0,2,7
9,4,0,0.929,0.461,0.629,4,1,2
3,6,2,0.217,0.0,0.0,29,3,10
10,2,1,0.881,0.421,0.509,9,1,3
14,3,0,0.965,0.793,0.67,11,3,1
0,1,1,0.135,0.406,0.116,0,3,6
3,5,2,0.168,0.0,0.0,12,3,10
0,0,4,0.201,0.019,0.211,13,2,7
4,2,4,0.0,0.0,0.035,0,0,8
12,4,2,0.502,0.264,0.289,21,0,6
19,4,0,0.947,0.799,0.875,3,2,1
23,2,0,0.482,0.537,0.676,38,0,5
2,4,3,0.241,0.379,0.718,40,3,6
2,0,1,0.399,0.503,0.195,2,2,5
9,6,2,0.364,0.042,0.249,42,1,7
7,2,2,0.562,0.117,0.175,19,3,7
3,3,4,0.0,0.161,0.0,0,1,8
20,5,4,0.443,0.109,0.166,0,2,5
18,1,2,0.401,0.151,0.568,24,2,6
1,1,2,0.112,0.111,0.0,36,1,9
23,0,1,0.221,0.095,0.67,6,0,5
3,1,1,0.226,0.174,0.131,11,1,6
13,2,2,0.574,0.277,0.256,30,1,6
11,1,0,0.935,0.731,0.638,6,1,1
0,0,2,0.102,0.283,0.001,36,3,10
22,6,2,0.114,0.21,0.145,41,3,10
22,5,4,0.029,0.0,0.301,0,1,7
17,5,0,0.951,0.811,0.984,11,1,1
18,3,4,0.649,0.204,0.354,5,1,3
14,3,2,0.596,0.0,0.277,28,0,6
2,1,0,0.307,0.837,0.163,2,2,5
1,5,2,0.093,0.26,0.042,21,3,9
21,5,1,0.331,0.625,0.343,4,0,4
0,2,0,0.423,0.704,0.38,15,0,5
5,0,4,0.0,0.0,0.0,1,1,7
4,4,1,0.147,0.218,0.0,10,3,7
5,1,1,0.289,0.0,0.279,1,0,4
0,5,2,0.086,0.077,0.0,33,0,10
3,6,2,0.217,0.0,0.0,29,3,10
4,0,4,0.0,0.056,0.0,4,2,8
4,4,4,0.248,0.026,0.189,9,2,8
15,3,0,0.834,0.85,0.609,7,3,1
19,1,2,0.551,0.099,0.435,12,0,6
17,4,1,0.948,0.139,0.809,6,1,3
12,3,2,0.681,0.413,0.128,25,0,6
5,3,4,0.0,0.156,0.0,0,0,7
7,5,2,0.633,0.101,0.375,16,2,6
18,3,0,0.781,0.69,0.832,21,2,3
9,6,3,0.837,0.095,0.884,13,0,5
21,3,2,0.086,0.097,0.253,17,3,7
9,5,3,0.72,0.249,1.0,21,2,5
21,4,4,0.025,0.036,0.305,0,3,6
18,6,0,0.873,0.692,0.884,8,2,2
3,5,2,0.055,0.125,0.0,44,0,10
9,6,2,0.582,0.0,0.225,45,3,7
23,1,1,0.433,0.393,0.472,4,0,4
19,5,1,0.644,0.141,0.529,3,3,4
17,2,0,1.0,0.961,0.734,18,0,1
23,6,4,0.059,0.11,0.297,0,1,7
7,1,4,0.626,0.0,0.322,0,1,4
20,6,1,0.788,0.139,0.484,13,3,4
18,3,3,0.724,0.628,1.0,21,0,4
14,3,0,0.965,0.793,0.67,11,3,1
21,4,2,0.206,0.127,0.189,30,2,8
20,2,0,1.0,0.836,0.58,23,2,4
18,6,0,1.0,0.907,0.764,18,2,2
5,2,1,0.298,0.662,0.111,12,2,5
13,0,1,0.805,0.175,0.415,0,0,2
22,6,2,0.114,0.21,0.145,41,3,10
9,1,4,0.386,0.091,0.417,0,0,4
5,5,4,0.0,0.313,0.0,0,1,7
17,0,1,0.993,0.334,0.904,7,0,2
19,3,2,0.629,0.138,0.403,31,0,6
